matchId,blue_kill,red_kill,blue_gold,red_gold,blue_tower,blue_inhibitor,red_tower,red_inhibitor,blue_monster,red_monster,current_time,blue_win
4569533952,7,16,20790,26264,0,0,0,0,[],['EARTH_DRAGON'],900,0
4617914371,18,9,26615,21469,0,0,-1,0,[],"['EARTH_DRAGON', 'RIFTHERALD']",900,1
4624640515,12,7,22777,20148,0,0,0,0,[],[],900,1
4603736070,17,9,25239,20929,0,0,0,0,[],[],900,1
4620294151,15,14,24682,23440,0,0,0,0,['FIRE_DRAGON'],['RIFTHERALD'],900,1
4603707400,12,10,21110,22984,0,0,0,0,[],"['RIFTHERALD', 'AIR_DRAGON']",900,0
4616331271,12,6,24295,20029,0,0,0,0,['AIR_DRAGON'],[],900,1
4572257288,14,14,23113,23704,0,0,0,0,[],['FIRE_DRAGON'],900,0
4622107666,9,11,22194,21482,0,0,0,0,"['RIFTHERALD', 'AIR_DRAGON']",[],900,0
4623373334,8,11,21283,22540,0,0,0,0,[],"['FIRE_DRAGON', 'RIFTHERALD']",900,0
4575374359,13,5,27405,17356,0,0,-2,0,"['FIRE_DRAGON', 'AIR_DRAGON']",[],900,1
4601887766,12,11,23271,23755,0,0,0,0,['WATER_DRAGON'],"['FIRE_DRAGON', 'RIFTHERALD']",900,1
4587413532,4,19,18613,27665,-2,0,0,0,[],"['FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",900,0
4613493789,10,17,22054,25607,-1,0,0,0,"['WATER_DRAGON', 'RIFTHERALD']",['EARTH_DRAGON'],900,1
4606807582,10,7,24235,20278,0,0,-2,0,['RIFTHERALD'],['AIR_DRAGON'],900,1
4605774879,12,9,25658,19871,0,0,-1,0,[],"['WATER_DRAGON', 'RIFTHERALD']",900,1
4619669024,2,10,14451,26710,-4,0,0,0,[],"['FIRE_DRAGON', 'RIFTHERALD']",900,0
4581166625,8,12,22211,24244,0,0,-1,0,"['AIR_DRAGON', 'RIFTHERALD']",['WATER_DRAGON'],900,0
4622080034,9,7,22119,20493,0,0,0,0,['WATER_DRAGON'],"['AIR_DRAGON', 'RIFTHERALD']",900,0
4570402340,9,8,21021,22534,0,0,0,0,['RIFTHERALD'],[],900,1
4620619301,16,14,25112,25315,0,0,0,0,"['WATER_DRAGON', 'RIFTHERALD']",[],900,1
4595492390,8,8,22731,21686,0,0,0,0,[],"['AIR_DRAGON', 'RIFTHERALD']",900,1
4620465190,14,7,22569,20997,0,0,0,0,[],['AIR_DRAGON'],900,0
4618116648,14,9,24883,21283,0,0,0,0,[],"['FIRE_DRAGON', 'RIFTHERALD']",900,1
4617343525,2,6,17334,20266,0,0,0,0,['FIRE_DRAGON'],['RIFTHERALD'],900,0
4613237291,10,15,22004,22919,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,0
4627725867,3,8,17846,22397,0,0,0,0,['EARTH_DRAGON'],[],900,0
4578264112,15,12,24785,23214,0,0,0,0,[],[],900,0
4595483701,6,17,20077,29666,-4,0,0,0,[],"['WATER_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",900,0
4626332725,5,13,19809,26194,-1,0,0,0,['RIFTHERALD'],['WATER_DRAGON'],900,0
4595533368,3,12,19372,24151,0,0,0,0,['RIFTHERALD'],[],900,0
4595625528,17,10,26956,22141,0,0,0,0,['EARTH_DRAGON'],[],900,0
4609295928,9,8,23052,21429,0,0,-1,0,['RIFTHERALD'],['AIR_DRAGON'],900,1
4606746171,2,9,18695,23663,-1,0,0,0,['FIRE_DRAGON'],"['EARTH_DRAGON', 'RIFTHERALD']",900,0
4613500985,3,11,18247,22980,0,0,0,0,[],"['FIRE_DRAGON', 'RIFTHERALD']",900,0
4612571712,7,12,19429,22863,0,0,0,0,['RIFTHERALD'],[],900,0
4614547522,5,11,20931,23093,0,0,0,0,[],"['WATER_DRAGON', 'AIR_DRAGON']",900,0
4626097218,11,18,22987,27501,-2,0,0,0,['AIR_DRAGON'],['RIFTHERALD'],900,1
4606340677,6,11,19952,23916,0,0,0,0,"['AIR_DRAGON', 'RIFTHERALD']",['EARTH_DRAGON'],900,0
4627803205,6,7,20087,22150,0,0,0,0,['EARTH_DRAGON'],[],900,0
4627839559,11,8,23922,21627,0,0,0,0,['RIFTHERALD'],['EARTH_DRAGON'],900,1
4623173704,8,25,19969,30157,-1,0,0,0,['RIFTHERALD'],"['AIR_DRAGON', 'WATER_DRAGON']",900,0
4572157511,8,14,20667,26560,-1,0,0,0,[],"['EARTH_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON']",900,0
4626216522,8,6,22058,20542,0,0,0,0,['EARTH_DRAGON'],[],900,1
4616968779,9,11,21397,22510,0,0,0,0,[],['WATER_DRAGON'],900,0
4605266430,9,14,21389,27668,-2,0,0,0,['FIRE_DRAGON'],['WATER_DRAGON'],900,0
4606374477,9,10,23060,22001,-1,0,0,0,['AIR_DRAGON'],['RIFTHERALD'],900,1
4595632721,6,7,21207,20249,0,0,0,0,['RIFTHERALD'],[],900,0
4609475153,7,16,20198,23934,0,0,0,0,[],"['WATER_DRAGON', 'RIFTHERALD']",900,0
4570551381,10,2,24957,16480,0,0,-2,0,['EARTH_DRAGON'],[],900,1
4624899677,10,15,23196,26191,-2,0,-1,0,['FIRE_DRAGON'],['RIFTHERALD'],900,0
4605596255,8,11,21504,24300,-1,0,-2,0,['RIFTHERALD'],['EARTH_DRAGON'],900,0
4597808736,6,7,20442,22710,0,0,0,0,['AIR_DRAGON'],['RIFTHERALD'],900,1
4623106145,15,3,27589,17917,0,0,-2,0,"['FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",[],900,1
4624603233,9,8,22138,20955,0,0,-1,0,['FIRE_DRAGON'],[],900,1
4620823649,10,3,21759,18012,0,0,0,0,[],"['FIRE_DRAGON', 'RIFTHERALD']",900,1
4607962721,5,13,18742,22457,0,0,0,0,['AIR_DRAGON'],[],900,0
4609524325,12,6,22538,19882,0,0,0,0,[],[],900,1
4605120102,9,10,22952,23695,-1,0,-2,0,['RIFTHERALD'],"['EARTH_DRAGON', 'WATER_DRAGON']",900,0
4622133870,6,16,19719,27293,-2,0,0,0,['FIRE_DRAGON'],['RIFTHERALD'],900,0
4624451697,9,5,19574,23050,0,0,0,0,['WATER_DRAGON'],['RIFTHERALD'],900,0
4606780019,15,8,26940,22691,-1,0,-1,0,['AIR_DRAGON'],['RIFTHERALD'],900,0
4616137844,2,7,18976,23977,-1,0,0,0,"['AIR_DRAGON', 'RIFTHERALD']",['WATER_DRAGON'],900,0
4593563768,10,8,26259,20272,0,0,-5,-1,"['EARTH_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",[],900,1
4569023608,5,9,19743,22239,0,0,0,0,[],[],900,1
4564610682,13,6,26253,21044,0,0,-1,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,0
4612853759,19,5,28472,19064,0,0,-2,0,"['EARTH_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",[],900,1
4612838012,11,10,22643,23433,0,0,0,0,['AIR_DRAGON'],[],900,0
4627380860,7,13,18717,27749,-2,0,0,0,[],['WATER_DRAGON'],900,0
4621982847,5,9,20141,22112,0,0,0,0,['AIR_DRAGON'],[],900,0
4626594432,15,13,25335,22788,0,0,0,0,"['WATER_DRAGON', 'EARTH_DRAGON']",[],900,1
4617848453,9,11,21235,21859,0,0,0,0,[],['EARTH_DRAGON'],900,1
4622360197,11,12,21296,25203,-1,0,0,0,['EARTH_DRAGON'],[],900,0
4625045127,12,16,21736,25149,-1,0,0,0,['AIR_DRAGON'],[],900,1
4620504712,14,4,24637,18418,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,1
4600939143,5,5,21489,20963,-1,0,0,0,['EARTH_DRAGON'],['RIFTHERALD'],900,1
4617326730,11,5,24030,20287,0,0,0,0,['FIRE_DRAGON'],"['RIFTHERALD', 'AIR_DRAGON']",900,1
4569731212,7,2,24673,18620,0,0,-2,0,['RIFTHERALD'],['WATER_DRAGON'],900,1
4608837262,3,6,18434,20766,0,0,0,0,[],['AIR_DRAGON'],900,0
4622016146,6,10,19991,22680,0,0,0,0,[],"['RIFTHERALD', 'FIRE_DRAGON']",900,0
4587165844,11,10,24209,21974,0,0,0,0,['EARTH_DRAGON'],['RIFTHERALD'],900,1
4619260054,2,18,16180,27996,-3,0,0,0,[],"['EARTH_DRAGON', 'RIFTHERALD']",900,0
4590130839,12,7,25059,20285,0,0,-1,0,['RIFTHERALD'],['FIRE_DRAGON'],900,1
4625985179,4,9,19183,24094,-1,0,0,0,[],"['WATER_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON']",900,0
4607053979,10,6,22637,18718,0,0,-1,0,"['EARTH_DRAGON', 'AIR_DRAGON']",[],900,1
4619574429,6,6,21560,20902,-1,0,0,0,['AIR_DRAGON'],['RIFTHERALD'],900,0
4616920735,18,7,26278,20006,0,0,-1,0,['AIR_DRAGON'],[],900,1
4613208737,11,12,22004,25044,-1,0,0,0,"['WATER_DRAGON', 'FIRE_DRAGON']",['RIFTHERALD'],900,0
4617279649,9,8,25723,20378,0,0,-2,0,"['WATER_DRAGON', 'RIFTHERALD']",[],900,1
4565583525,3,5,20736,21491,0,0,0,0,[],"['WATER_DRAGON', 'AIR_DRAGON']",900,1
4611050665,6,3,21171,19180,0,0,0,0,['WATER_DRAGON'],[],900,1
4626837676,9,10,21495,21858,0,0,0,0,['FIRE_DRAGON'],[],900,1
4620773039,8,13,21903,26054,-1,0,0,0,[],"['FIRE_DRAGON', 'RIFTHERALD']",900,0
4620871346,5,9,20986,21633,0,0,0,0,[],"['AIR_DRAGON', 'WATER_DRAGON']",900,1
4625358515,6,2,21290,18102,0,0,0,0,['AIR_DRAGON'],[],900,1
4627616948,6,7,19565,22059,0,0,0,0,['WATER_DRAGON'],"['EARTH_DRAGON', 'RIFTHERALD']",900,1
4618121910,3,14,18966,25891,-2,0,0,0,['RIFTHERALD'],"['EARTH_DRAGON', 'WATER_DRAGON']",900,0
4576728247,11,4,25151,19811,0,0,-1,0,"['RIFTHERALD', 'FIRE_DRAGON']",['EARTH_DRAGON'],900,1
4606118072,3,14,18135,25936,-1,0,0,0,[],['AIR_DRAGON'],900,0
4600827063,8,12,20263,25013,-1,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",[],900,0
4617590458,10,15,21100,25163,0,0,0,0,[],"['WATER_DRAGON', 'FIRE_DRAGON']",900,0
4628287162,7,1,20639,17312,0,0,0,0,"['WATER_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON']",[],900,1
4617751740,17,4,27186,16856,0,0,-2,0,"['RIFTHERALD', 'WATER_DRAGON']",[],900,1
4612568765,10,5,22985,19221,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,1
4567121598,8,5,21583,21962,-1,0,0,0,[],"['EARTH_DRAGON', 'FIRE_DRAGON']",900,0
4617101498,5,8,19819,23702,-1,0,0,0,[],"['WATER_DRAGON', 'FIRE_DRAGON']",900,0
4595611328,4,12,16159,27080,-4,-1,0,0,[],['EARTH_DRAGON'],900,0
4616695997,7,3,19907,20028,0,0,0,0,['RIFTHERALD'],"['EARTH_DRAGON', 'AIR_DRAGON']",900,1
4561886399,7,21,19575,28686,-2,0,0,0,[],"['WATER_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON']",900,0
4623264451,25,3,26166,17542,0,0,-1,0,"['AIR_DRAGON', 'EARTH_DRAGON']",[],900,1
4611099332,8,14,20555,23907,-1,0,0,0,[],"['AIR_DRAGON', 'RIFTHERALD']",900,0
4628356295,23,5,31113,19706,0,0,-4,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,1
4615051466,13,10,23886,22824,-1,0,0,0,['FIRE_DRAGON'],[],900,1
4618927309,7,14,20426,28931,-2,0,0,0,['WATER_DRAGON'],[],900,0
4572220110,10,13,23674,21615,0,0,-1,0,['EARTH_DRAGON'],[],900,1
4624264401,13,14,23905,23968,0,0,0,0,['AIR_DRAGON'],[],900,0
4619799250,7,4,22262,19820,0,0,0,0,"['EARTH_DRAGON', 'RIFTHERALD']",[],900,1
4626781907,9,10,22424,23100,0,0,-1,0,['EARTH_DRAGON'],['RIFTHERALD'],900,1
4626816724,10,9,22399,23510,0,0,0,0,"['RIFTHERALD', 'WATER_DRAGON']",[],900,0
4608610517,10,8,23892,21245,0,0,0,0,[],['WATER_DRAGON'],900,1
4611239639,4,22,19448,28663,-1,0,0,0,[],['AIR_DRAGON'],900,0
4613076184,7,4,20464,20873,0,0,0,0,['RIFTHERALD'],['FIRE_DRAGON'],900,1
4619777241,5,16,19988,26516,-1,0,0,0,['WATER_DRAGON'],[],900,0
4619140824,11,10,22712,23319,0,0,0,0,['EARTH_DRAGON'],['RIFTHERALD'],900,1
4622998235,10,14,23155,24263,0,0,0,0,['EARTH_DRAGON'],"['RIFTHERALD', 'WATER_DRAGON']",900,0
4626831063,6,23,22422,29252,-2,0,-1,0,['RIFTHERALD'],['EARTH_DRAGON'],900,0
4569665759,5,14,17607,23071,0,0,0,0,[],['WATER_DRAGON'],900,0
4562118368,5,8,18688,23790,-1,0,0,0,[],"['FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",900,0
4605098720,19,3,29940,17837,0,0,-2,0,['RIFTHERALD'],['AIR_DRAGON'],900,1
4568693985,8,6,22659,20838,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,1
4620478691,11,7,21075,21133,0,0,0,0,[],[],900,1
4624810727,5,3,20565,20393,0,0,0,0,[],['FIRE_DRAGON'],900,0
4606269672,7,7,21056,19779,0,0,0,0,['AIR_DRAGON'],"['RIFTHERALD', 'WATER_DRAGON']",900,1
4587178217,8,7,22491,20562,0,0,0,0,[],[],900,1
4585895658,15,6,23334,19857,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",[],900,1
4605810411,12,12,23087,23508,0,0,0,0,"['RIFTHERALD', 'AIR_DRAGON']",[],900,0
4604974825,9,5,20244,19520,0,0,0,0,[],['EARTH_DRAGON'],900,0
4613050093,14,6,24100,20931,0,0,0,0,['FIRE_DRAGON'],[],900,1
4620574449,11,10,21265,21330,0,0,0,0,['WATER_DRAGON'],[],900,1
4586170610,7,15,21211,26406,0,0,0,0,['EARTH_DRAGON'],['RIFTHERALD'],900,0
4618552051,13,16,24401,24853,0,0,0,0,[],['EARTH_DRAGON'],900,1
4609189619,25,6,30651,18559,0,0,-3,0,"['EARTH_DRAGON', 'WATER_DRAGON', 'RIFTHERALD']",[],900,1
4612405489,10,6,22355,22606,-1,0,0,0,[],"['EARTH_DRAGON', 'RIFTHERALD']",900,1
4575395062,6,16,18523,25721,0,0,0,0,['EARTH_DRAGON'],['FIRE_DRAGON'],900,0
4565897463,10,6,26060,20409,0,0,-2,0,"['AIR_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON']",[],900,1
4621863162,8,13,20442,25016,0,0,0,0,[],['EARTH_DRAGON'],900,1
4612069115,8,8,20440,20680,0,0,0,0,['WATER_DRAGON'],['RIFTHERALD'],900,1
4619535101,7,1,19930,18727,0,0,0,0,['EARTH_DRAGON'],[],900,1
4624410366,5,10,16999,23880,-2,0,0,0,[],"['AIR_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",900,0
4624787711,17,10,23134,21786,0,0,0,0,['AIR_DRAGON'],[],900,1
4610810626,14,2,26867,15823,0,0,-4,0,"['EARTH_DRAGON', 'RIFTHERALD']",[],900,1
4624848643,0,0,4239,4685,0,0,0,0,[],[],300,0
4620821251,10,1,23476,17700,0,0,-1,0,['AIR_DRAGON'],[],900,1
4616265474,7,13,19485,25577,0,0,0,0,['FIRE_DRAGON'],['RIFTHERALD'],900,0
4623342854,10,7,22352,20361,0,0,0,0,[],['EARTH_DRAGON'],900,1
4603714825,5,13,19277,25237,-1,0,0,0,[],['AIR_DRAGON'],900,0
4622001929,2,12,18329,22890,0,0,0,0,[],['AIR_DRAGON'],900,0
4626593550,13,18,21395,26993,-2,0,0,0,[],"['RIFTHERALD', 'WATER_DRAGON']",900,0
4621149971,4,16,19168,24075,0,0,0,0,[],"['FIRE_DRAGON', 'AIR_DRAGON']",900,0
4569811733,9,11,20221,23005,-1,0,0,0,['WATER_DRAGON'],['EARTH_DRAGON'],900,0
4605397271,13,9,26248,20362,0,0,-1,0,"['AIR_DRAGON', 'FIRE_DRAGON']",[],900,1
4616378137,17,7,26256,19027,0,0,-1,0,['WATER_DRAGON'],[],900,1
4562370332,5,9,20374,22145,0,0,0,0,['EARTH_DRAGON'],"['WATER_DRAGON', 'RIFTHERALD']",900,1
4624748318,3,8,19808,23041,0,0,0,0,"['WATER_DRAGON', 'RIFTHERALD']",['FIRE_DRAGON'],900,0
4622624031,17,6,26335,20432,0,0,-1,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,1
4614740768,12,7,23116,21776,0,0,0,0,[],['AIR_DRAGON'],900,1
4605000480,7,17,22058,24407,0,0,0,0,[],['RIFTHERALD'],900,1
4564648736,6,8,20462,21853,0,0,0,0,[],[],900,1
4621064995,12,11,25058,21167,0,0,-1,0,[],['EARTH_DRAGON'],900,1
4616200996,9,2,24020,19425,0,0,0,0,[],['FIRE_DRAGON'],900,1
4622275877,12,11,24125,22855,-1,0,-1,0,['EARTH_DRAGON'],['RIFTHERALD'],900,0
4613386534,6,12,21321,25613,-2,0,0,0,['FIRE_DRAGON'],['RIFTHERALD'],900,0
4602782497,5,19,18155,26731,0,0,0,0,[],['EARTH_DRAGON'],900,0
4599781670,4,13,18441,28152,-1,0,0,0,"['EARTH_DRAGON', 'RIFTHERALD']",[],900,0
4621070633,11,12,25125,21901,0,0,-2,0,[],"['FIRE_DRAGON', 'RIFTHERALD']",900,1
4604955950,14,5,25389,19378,0,0,0,0,"['RIFTHERALD', 'AIR_DRAGON']",['WATER_DRAGON'],900,1
4612813110,10,16,19703,25750,-1,0,0,0,[],"['AIR_DRAGON', 'FIRE_DRAGON']",900,1
4615949112,8,12,19688,25178,-1,0,0,0,['AIR_DRAGON'],['EARTH_DRAGON'],900,0
4613751611,6,6,21608,20482,0,0,0,0,['RIFTHERALD'],['EARTH_DRAGON'],900,1
4563242812,8,7,21579,20403,0,0,0,0,[],['WATER_DRAGON'],900,1
4569025852,6,17,20682,26529,-2,0,-1,0,[],"['WATER_DRAGON', 'RIFTHERALD']",900,0
4597849407,8,21,20056,29454,-2,0,0,0,[],[],900,0
4620622146,9,4,21523,18614,0,0,0,0,"['RIFTHERALD', 'AIR_DRAGON']",[],900,1
4569686340,13,7,23305,18605,0,0,-2,0,[],"['AIR_DRAGON', 'EARTH_DRAGON']",900,1
4616234311,10,4,23681,18338,0,0,0,0,['EARTH_DRAGON'],[],900,1
4624506696,6,7,20430,21518,0,0,0,0,['FIRE_DRAGON'],[],900,0
4562175308,15,9,25791,20678,0,0,0,0,[],[],900,1
4620399948,13,21,22712,29344,-1,0,0,0,[],"['RIFTHERALD', 'WATER_DRAGON']",900,0
4600884046,7,0,24820,16545,0,0,-2,0,"['WATER_DRAGON', 'RIFTHERALD']",[],900,1
4616213841,10,9,22396,21251,0,0,0,0,[],"['EARTH_DRAGON', 'FIRE_DRAGON', 'RIFTHERALD']",900,0
4608950610,5,11,17948,23864,0,0,0,0,['AIR_DRAGON'],[],900,0
4610582355,5,15,17835,27243,-2,0,0,0,['FIRE_DRAGON'],"['RIFTHERALD', 'EARTH_DRAGON']",900,0
4626645844,9,8,21017,23351,-1,0,0,0,[],['EARTH_DRAGON'],900,0
4612340055,7,8,19683,23805,0,0,0,0,['EARTH_DRAGON'],"['WATER_DRAGON', 'RIFTHERALD']",900,0
4618920792,11,2,23435,17863,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,1
4617813850,5,3,20685,20141,-1,0,0,0,['EARTH_DRAGON'],[],900,1
4583017307,15,2,24192,18359,0,0,0,0,"['FIRE_DRAGON', 'WATER_DRAGON']",['RIFTHERALD'],900,1
4612517725,0,0,5017,4365,0,0,0,0,[],[],300,1
4624606045,8,7,19013,22604,0,0,0,0,[],"['EARTH_DRAGON', 'FIRE_DRAGON']",900,0
4616302945,19,12,24032,20961,0,0,-1,0,['WATER_DRAGON'],[],900,1
4628033378,4,9,20813,23758,-1,0,-1,0,[],"['AIR_DRAGON', 'RIFTHERALD']",900,0
4609040737,18,16,28223,24626,0,0,-1,0,['RIFTHERALD'],['EARTH_DRAGON'],900,0
4575404390,16,12,25380,21936,0,0,-1,0,[],['FIRE_DRAGON'],900,1
4610642281,3,4,17810,21906,-1,0,0,0,[],[],900,0
4621043049,13,11,21655,22262,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,0
4608334697,8,4,22160,18478,0,0,0,0,['FIRE_DRAGON'],['RIFTHERALD'],900,1
4621152108,6,5,20503,20103,0,0,0,0,['RIFTHERALD'],['WATER_DRAGON'],900,0
4620385645,16,6,25025,19911,0,0,0,0,['WATER_DRAGON'],[],900,1
4627953519,6,13,18832,25388,0,0,0,0,[],"['AIR_DRAGON', 'RIFTHERALD']",900,0
4616983921,1,4,19038,20889,0,0,0,0,"['WATER_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON']",[],900,0
4625583986,11,2,24155,16645,0,0,-1,0,"['EARTH_DRAGON', 'RIFTHERALD']",[],900,1
4627488115,16,8,26732,21146,0,0,-1,0,"['AIR_DRAGON', 'RIFTHERALD']",[],900,1
4626430323,6,13,19122,24742,-1,0,0,0,[],[],900,0
4618592633,11,9,21621,20632,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,1
4622075770,6,13,18267,26954,-4,0,0,0,[],['RIFTHERALD'],900,0
4625967483,7,4,24528,18801,0,0,-2,0,"['WATER_DRAGON', 'EARTH_DRAGON']",[],900,1
4628010361,5,9,19867,22001,0,0,0,0,['RIFTHERALD'],['FIRE_DRAGON'],900,1
4628140926,10,8,23767,22047,0,0,-1,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,1
4624627584,16,14,26501,24836,0,0,-1,0,[],['AIR_DRAGON'],900,1
4624884609,14,16,23613,26023,-1,0,-1,0,['RIFTHERALD'],"['FIRE_DRAGON', 'AIR_DRAGON']",900,1
4624576386,11,6,23623,20160,0,0,-1,0,['RIFTHERALD'],['WATER_DRAGON'],900,1
4618567042,7,7,21522,20186,0,0,0,0,['RIFTHERALD'],[],900,0
4626343809,14,11,24682,22015,0,0,0,0,['WATER_DRAGON'],[],900,0
4618994562,10,13,20701,23547,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,0
4619573638,17,13,27138,21803,0,0,-2,0,['EARTH_DRAGON'],['RIFTHERALD'],900,1
4619805575,20,13,25810,23873,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,1
4578538376,16,3,25888,17400,0,0,-1,0,[],['AIR_DRAGON'],900,1
4617994118,11,6,23299,21486,0,0,0,0,['FIRE_DRAGON'],['RIFTHERALD'],900,1
4625870731,6,14,18646,26090,-1,0,0,0,[],"['EARTH_DRAGON', 'RIFTHERALD']",900,0
4612643727,8,13,21118,22258,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD']",[],900,0
4620836754,8,8,23854,21212,0,0,-2,0,['RIFTHERALD'],['WATER_DRAGON'],900,1
4566998931,8,19,21239,26260,0,0,0,0,[],"['FIRE_DRAGON', 'WATER_DRAGON']",900,0
4615053203,5,15,19466,26067,0,0,0,0,[],['EARTH_DRAGON'],900,0
4624501141,14,6,23110,19524,0,0,0,0,['FIRE_DRAGON'],['EARTH_DRAGON'],900,1
4619081110,12,7,23251,22280,0,0,0,0,[],[],900,1
4606846871,20,12,27471,21907,0,0,0,0,"['AIR_DRAGON', 'RIFTHERALD']",[],900,1
4605543323,14,6,24914,18332,0,0,0,0,"['AIR_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON']",[],900,1
4621925788,5,9,19659,22611,0,0,0,0,['FIRE_DRAGON'],['RIFTHERALD'],900,1
4616333211,4,8,18947,23258,-1,0,0,0,[],['WATER_DRAGON'],900,0
4573834142,7,11,21912,22105,0,0,0,0,"['FIRE_DRAGON', 'EARTH_DRAGON']",[],900,1
4567734683,10,7,23322,23925,-1,0,-2,0,['RIFTHERALD'],['WATER_DRAGON'],900,0
4572371872,20,8,26289,22555,0,0,0,0,"['EARTH_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",[],900,1
4568214432,10,6,24819,19813,0,0,-1,0,"['AIR_DRAGON', 'RIFTHERALD']",[],900,1
4626674082,9,8,21913,21075,0,0,0,0,"['FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",[],900,0
4614836645,15,9,25668,21453,0,0,-1,0,"['AIR_DRAGON', 'RIFTHERALD']",[],900,1
4624703909,13,2,24444,18119,0,0,0,0,['FIRE_DRAGON'],"['EARTH_DRAGON', 'RIFTHERALD']",900,1
4626709414,8,11,20127,24438,0,0,0,0,['RIFTHERALD'],['EARTH_DRAGON'],900,1
4614686632,9,17,20196,26120,0,0,0,0,[],"['EARTH_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",900,0
4610689448,0,0,4444,4227,0,0,0,0,[],[],300,1
4610861480,6,8,21610,23281,-1,0,-1,0,['RIFTHERALD'],['FIRE_DRAGON'],900,1
4628342786,9,9,23374,21797,0,0,0,0,[],[],900,0
4594003971,13,7,24865,21669,0,0,0,0,['AIR_DRAGON'],"['RIFTHERALD', 'FIRE_DRAGON']",900,1
4593117200,9,9,23023,20988,-1,0,-1,0,"['EARTH_DRAGON', 'RIFTHERALD']",[],900,0
4608815124,5,13,20289,24887,-1,0,0,0,[],"['WATER_DRAGON', 'RIFTHERALD']",900,0
4617185304,7,12,19703,23558,0,0,0,0,['FIRE_DRAGON'],"['RIFTHERALD', 'WATER_DRAGON']",900,0
4588218395,10,5,22778,20902,0,0,0,0,"['RIFTHERALD', 'AIR_DRAGON']",[],900,0
4603863072,14,8,25877,20824,0,0,0,0,"['EARTH_DRAGON', 'FIRE_DRAGON']",[],900,1
4613349410,20,16,24757,22362,0,0,-3,-1,"['RIFTHERALD', 'AIR_DRAGON']",[],900,1
4604045358,4,18,16371,30568,-7,-1,0,0,[],"['EARTH_DRAGON', 'RIFTHERALD']",900,0
4622401595,14,6,24698,22353,-1,0,0,0,['WATER_DRAGON'],['RIFTHERALD'],900,1
4593877054,6,9,21768,23057,0,0,0,0,['RIFTHERALD'],['EARTH_DRAGON'],900,1
4608622656,3,7,17616,22031,-1,0,0,0,[],['FIRE_DRAGON'],900,0
4608614466,12,8,23736,22071,0,0,0,0,['FIRE_DRAGON'],[],900,1
4626387019,13,9,24540,23339,0,0,0,0,['WATER_DRAGON'],[],900,0
4595060824,10,4,22585,19610,0,0,-1,0,['RIFTHERALD'],['FIRE_DRAGON'],900,1
4593164378,7,16,20036,24910,0,0,0,0,['RIFTHERALD'],"['EARTH_DRAGON', 'WATER_DRAGON']",900,0
4626755685,15,5,27175,18443,0,0,-1,0,"['AIR_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",[],900,1
4625799270,6,16,20039,26206,-1,0,0,0,[],['WATER_DRAGON'],900,0
4573786214,13,14,23620,25611,-1,0,0,0,"['AIR_DRAGON', 'RIFTHERALD']",[],900,0
4618803308,8,11,21611,21982,0,0,0,0,['FIRE_DRAGON'],[],900,1
4571404402,14,11,24184,25560,-1,0,0,0,"['WATER_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON']",[],900,0
4610769047,22,3,26845,19195,0,0,0,0,['WATER_DRAGON'],[],900,1
4603947160,11,13,22946,23040,0,0,-1,0,"['EARTH_DRAGON', 'AIR_DRAGON']",[],900,1
