matchId,gameDuration,goldRatio,killRatio,deathRatio,damageRatio,tier,lane,blue_team,win
4572257288,1741,0.22642638414698532,0.29411764705882354,0.23684210526315788,0.3910196902330581,BRONZE,JUNGLE NONE,True,False
4575374359,1083,0.15169734529645731,0.0,0.3333333333333333,0.2115096745578533,BRONZE,NONE DUO_SUPPORT,False,False
4581166625,1675,0.2613595918851584,0.4,0.15789473684210525,0.18844516095116268,BRONZE,TOP SOLO,True,False
4618116648,2022,0.19257757455497082,0.14285714285714285,0.28125,0.22671325198637912,BRONZE,TOP DUO,True,True
4627803205,1764,0.18619466588612063,0.18181818181818182,0.09090909090909091,0.10748813722753686,BRONZE,MIDDLE DUO,False,True
4624899677,1567,0.18892371534522337,0.14285714285714285,0.15,0.19061236940440784,BRONZE,TOP SOLO,True,False
4624603233,1217,0.14785738578392474,0.0,0.4166666666666667,0.08977665320422364,BRONZE,TOP SOLO,True,True
4620823649,2053,0.14571997345719973,0.08823529411764706,0.3888888888888889,0.11312567082530267,BRONZE,TOP SOLO,True,True
4607962721,1417,0.240684276406586,0.4,0.0967741935483871,0.26871580765908437,BRONZE,TOP SOLO,True,False
4627380860,1004,0.17987103756143752,0.0,0.15,0.20747894997523528,BRONZE,NONE DUO,True,False
4621982847,1601,0.22462655312020102,0.35714285714285715,0.3333333333333333,0.17766879842577787,BRONZE,TOP SOLO,False,True
4625045127,1853,0.1352188552188552,0.02564102564102564,0.26666666666666666,0.06982661633738842,BRONZE,TOP SOLO,True,True
4608837262,1728,0.195347566449397,0.10714285714285714,0.3076923076923077,0.2142433310974666,BRONZE,JUNGLE NONE,False,True
4617279649,1392,0.2209439086457242,0.19230769230769232,0.2,0.1820519594892118,BRONZE,JUNGLE NONE,True,True
4625358515,1747,0.21452161729383507,0.16666666666666666,0.21212121212121213,0.2681329591232793,BRONZE,TOP SOLO,False,False
4628287162,1660,0.21642793196060878,0.3225806451612903,0.16666666666666666,0.3133527272727273,BRONZE,JUNGLE NONE,True,True
4595611328,938,0.17931144915932745,0.16666666666666666,0.5,0.11826226870474658,BRONZE,NONE DUO_SUPPORT,False,True
4628356295,943,0.13869721225503726,0.0,0.25925925925925924,0.13794439600891215,BRONZE,NONE DUO_SUPPORT,False,False
4615051466,1538,0.15418850184956842,0.05714285714285714,0.35,0.11196668714588026,BRONZE,TOP SOLO,True,True
4624264401,2266,0.12343951339143447,0.0,0.3333333333333333,0.057800398318211994,BRONZE,TOP SOLO,False,True
4626816724,1973,0.16064569099492712,0.1276595744680851,0.25806451612903225,0.16298611957714346,BRONZE,TOP SOLO,False,True
4619140824,2010,0.1982354220385846,0.13513513513513514,0.14285714285714285,0.15077489408510222,BRONZE,JUNGLE NONE,True,True
4622998235,2168,0.18360979519400036,0.18604651162790697,0.2222222222222222,0.13760345711565225,BRONZE,TOP DUO_CARRY,False,True
4562118368,1059,0.19799414960300876,0.0,0.26666666666666666,0.14304129644123198,BRONZE,NONE DUO_SUPPORT,True,False
4620478691,1836,0.20778465642849814,0.20833333333333334,0.21428571428571427,0.2128065933445606,BRONZE,JUNGLE NONE,True,True
4575395062,1356,0.2695421672861382,0.5333333333333333,0.037037037037037035,0.2647186030167054,BRONZE,TOP SOLO,True,False
4565897463,1807,0.22738418282276784,0.41935483870967744,0.25806451612903225,0.23245571213156724,BRONZE,TOP SOLO,True,True
4624410366,1209,0.2893395480687982,0.4666666666666667,0.2857142857142857,0.39174248740348716,BRONZE,MIDDLE SOLO,False,True
4616265474,1454,0.25007839448102853,0.3888888888888889,0.3103448275862069,0.3408761887792601,BRONZE,TOP SOLO,True,False
4569811733,2114,0.1592046740124289,0.07142857142857142,0.16666666666666666,0.07856472795497185,BRONZE,TOP SOLO,True,False
4616378137,1383,0.2371138356711741,0.2777777777777778,0.0,0.21400982308902772,BRONZE,TOP SOLO,True,True
4624748318,2594,0.27893811938234614,0.5625,0.11764705882352941,0.40016527310047006,BRONZE,TOP SOLO,True,False
4605000480,2275,0.28310436877400874,0.46511627906976744,0.06976744186046512,0.3008208848733374,BRONZE,TOP SOLO,True,True
4602782497,966,0.2539808664145186,0.2857142857142857,0.0,0.28477163185678217,BRONZE,NONE DUO,False,True
4627953519,1159,0.20519291805284692,0.125,0.2222222222222222,0.28695289704043353,BRONZE,NONE DUO,True,False
4618592633,2229,0.2768623935454953,0.4,0.09302325581395349,0.2949876331331079,BRONZE,TOP SOLO,False,False
4628010361,2040,0.1574461318279399,0.08108108108108109,0.4,0.1012892778175703,BRONZE,TOP SOLO,True,True
4626343809,1540,0.14819700967458224,0.029411764705882353,0.34782608695652173,0.08245079231598035,BRONZE,TOP SOLO,False,True
4628342786,1849,0.18962667146761814,0.11904761904761904,0.19047619047619047,0.12745024166029775,BRONZE,TOP SOLO,False,True
4622401595,1811,0.1621395433457655,0.11764705882352941,0.35714285714285715,0.08445248788885333,BRONZE,TOP SOLO,True,True
4593164378,1179,0.21539130749990937,0.09090909090909091,0.13793103448275862,0.139285614074469,BRONZE,NONE DUO_SUPPORT,True,False
4625121683,2215,0.16834492003616297,0.02702702702702703,0.11428571428571428,0.07148655230261378,BRONZE,TOP SOLO,False,False
4606112151,1418,0.20336621159666426,0.27586206896551724,0.25,0.19456052844432462,BRONZE,TOP SOLO,True,True
4625191320,2737,0.20138273143377508,0.17391304347826086,0.10810810810810811,0.13463121985648746,BRONZE,TOP SOLO,False,False
4593732023,1615,0.2135018616500098,0.3125,0.17857142857142858,0.17137906971148062,BRONZE,TOP SOLO,False,True
