matchId,gameDuration,goldRatio,killRatio,deathRatio,damageRatio,tier,lane,blue_team,win
4569533952,2696,0.16529555490798234,0.043478260869565216,0.2222222222222222,0.15451557035644595,BRONZE,TOP SOLO,False,True
4624640515,1207,0.2447447981504535,0.2,0.06896551724137931,0.1363860739278144,BRONZE,TOP SOLO,False,False
4581166625,1675,0.21810416419504092,0.0,0.21052631578947367,0.2881525224735837,BRONZE,MIDDLE SOLO,True,False
4617343525,1918,0.2598659590392597,0.26666666666666666,0.11538461538461539,0.3382547853157846,BRONZE,TOP SOLO,False,True
4626216522,1369,0.20249493647578715,0.14285714285714285,0.25,0.22274167809219841,BRONZE,TOP SOLO,True,True
4609475153,1235,0.17019307723089236,0.06896551724137931,0.16666666666666666,0.16230820547031355,BRONZE,TOP SOLO,False,True
4617326730,1573,0.27849636216653195,0.5,0.12903225806451613,0.4250622140162158,BRONZE,TOP SOLO,False,False
4569731212,1208,0.27606076479832375,0.6190476190476191,0.25,0.38792423046566693,BRONZE,TOP SOLO,True,True
4619574429,1709,0.23004365154678308,0.25,0.15,0.18201631046119235,BRONZE,JUNGLE NONE,False,True
4626837676,1800,0.19904030030455414,0.09090909090909091,0.25,0.1943215615705681,BRONZE,JUNGLE NONE,True,True
4612568765,2172,0.20869920359403715,0.2,0.21951219512195122,0.18364345293914416,BRONZE,TOP SOLO,False,False
4619799250,1757,0.20286682974979614,0.125,0.1724137931034483,0.25134646850286335,BRONZE,TOP SOLO,False,False
4587178217,1490,0.22948080786718833,0.13043478260869565,0.0,0.07749149765851748,BRONZE,JUNGLE NONE,True,True
4613050093,1324,0.23225459021438097,0.34782608695652173,0.125,0.37912594504886593,BRONZE,TOP SOLO,True,True
4562370332,2257,0.2432669361515609,0.17391304347826086,0.14705882352941177,0.22735586409464,BRONZE,TOP SOLO,False,False
4613751611,2254,0.1962204289951031,0.17647058823529413,0.28,0.22582143271798444,BRONZE,TOP SOLO,False,False
4569686340,1213,0.24372237974812885,0.25806451612903225,0.07692307692307693,0.2238863287250384,BRONZE,TOP SOLO,True,True
4624506696,2054,0.236576571116902,0.16666666666666666,0.1388888888888889,0.2613721875235157,BRONZE,TOP SOLO,False,True
4583017307,942,0.18323940210732664,0.0,0.15,0.1913505089368334,BRONZE,NONE DUO_SUPPORT,False,False
4618567042,1891,0.2600646488392595,0.2972972972972973,0.2,0.2649889309695007,BRONZE,JUNGLE NONE,False,True
4605543323,1479,0.24762600438276114,0.3333333333333333,0.1388888888888889,0.3325422566780054,BRONZE,TOP SOLO,False,False
4621925788,2461,0.17290793946318,0.07692307692307693,0.16216216216216217,0.15883835581693959,BRONZE,TOP SOLO,True,True
