matchId,gameDuration,goldRatio,killRatio,deathRatio,damageRatio,tier,lane,blue_team,win
4575374359,1083,0.1864767366571085,0.2,0.14285714285714285,0.1707601042301935,BRONZE,NONE DUO_SUPPORT,False,False
4581166625,1675,0.13013662406346407,0.0,0.13333333333333333,0.059798941798941796,BRONZE,BOTTOM SOLO,False,True
4622080034,2256,0.13641728411251722,0.037037037037037035,0.07894736842105263,0.1715012548872309,BRONZE,BOTTOM DUO_SUPPORT,True,False
4613237291,1350,0.14445269994966806,0.0967741935483871,0.125,0.06381886515720964,BRONZE,BOTTOM DUO_SUPPORT,False,True
4627725867,1361,0.13547916071485255,0.0,0.16666666666666666,0.08733675373134328,BRONZE,BOTTOM DUO_SUPPORT,True,False
4609295928,1968,0.11999067257403645,0.0,0.18181818181818182,0.08280781680853615,BRONZE,BOTTOM DUO_SUPPORT,True,True
4612571712,1749,0.15743625940399744,0.1388888888888889,0.3,0.12646978928169506,BRONZE,BOTTOM DUO_SUPPORT,False,True
4614547522,1370,0.14874255893845226,0.06666666666666667,0.19230769230769232,0.10360813321289179,BRONZE,BOTTOM DUO_SUPPORT,True,False
4620823649,2053,0.16448241539482417,0.058823529411764705,0.05555555555555555,0.11284868489387977,BRONZE,BOTTOM DUO_SUPPORT,True,True
4605120102,1378,0.18390653022470724,0.0625,0.1724137931034483,0.12717212568330297,BRONZE,BOTTOM DUO_SUPPORT,True,False
4622133870,1251,0.19231148348940363,0.09090909090909091,0.058823529411764705,0.13246304473027454,BRONZE,BOTTOM DUO_SUPPORT,True,False
4564610682,2217,0.1341806539245173,0.05555555555555555,0.12195121951219512,0.07109015183234536,BRONZE,BOTTOM DUO_SUPPORT,False,True
4626837676,1800,0.14268007649266945,0.12121212121212122,0.17857142857142858,0.058883806953087904,BRONZE,BOTTOM DUO_SUPPORT,True,True
4572220110,1893,0.16671189857713334,0.10810810810810811,0.1875,0.09786207633152948,BRONZE,BOTTOM SOLO,False,False
4624264401,2266,0.13973369542626743,0.0,0.1111111111111111,0.09918123478645718,BRONZE,BOTTOM DUO_SUPPORT,False,True
4619777241,1220,0.14034752264633477,0.038461538461538464,0.1,0.06953764320785598,BRONZE,BOTTOM DUO_SUPPORT,False,True
4613050093,1324,0.14075925636619277,0.0,0.13043478260869565,0.09235740376510256,BRONZE,BOTTOM DUO_SUPPORT,False,False
4575395062,1356,0.12916702682455988,0.0,0.2222222222222222,0.1009893496242634,BRONZE,BOTTOM DUO_SUPPORT,True,False
4569811733,2114,0.13283327003418155,0.027777777777777776,0.21428571428571427,0.11114785748762045,BRONZE,BOTTOM DUO_SUPPORT,False,True
4614740768,1500,0.11812485495474588,0.0,0.15384615384615385,0.08244855611274425,BRONZE,BOTTOM DUO_SUPPORT,False,False
4621064995,1154,0.12202696963261839,0.05,0.07692307692307693,0.03466653259257397,BRONZE,NONE DUO_SUPPORT,True,True
4612813110,2101,0.19277327300051195,0.2857142857142857,0.0,0.26795737087142474,BRONZE,BOTTOM DUO_SUPPORT,True,True
4613751611,2254,0.12435340368301262,0.058823529411764705,0.16,0.09248293922623424,BRONZE,BOTTOM DUO_SUPPORT,False,False
4616234311,1392,0.12207335228041684,0.0,0.25,0.03370664641917726,BRONZE,BOTTOM DUO_SUPPORT,False,False
4616213841,1751,0.14703929498400434,0.037037037037037035,0.08333333333333333,0.1079024790199672,BRONZE,BOTTOM DUO_SUPPORT,True,False
4608950610,1972,0.14575428496663614,0.047619047619047616,0.15789473684210525,0.124385024107055,BRONZE,BOTTOM DUO_SUPPORT,True,False
4612340055,1509,0.11038371950471987,0.0,0.1,0.050617477486892756,BRONZE,BOTTOM DUO_SUPPORT,True,False
4575404390,1177,0.16255631060548217,0.16,0.23529411764705882,0.11356730300851291,BRONZE,NONE DUO_SUPPORT,True,True
4621043049,2213,0.15024936533371744,0.10344827586206896,0.18518518518518517,0.14854807281022764,BRONZE,BOTTOM DUO_SUPPORT,True,False
4627488115,1366,0.1411913270103979,0.05555555555555555,0.15789473684210525,0.15261154047830747,BRONZE,BOTTOM DUO_SUPPORT,False,False
4618592633,2229,0.13274667385025218,0.046511627906976744,0.04,0.10696606930083408,BRONZE,BOTTOM DUO_SUPPORT,True,True
4625967483,1113,0.12166462668298654,0.0,0.07142857142857142,0.05277015293260882,BRONZE,NONE DUO_SUPPORT,False,False
4628010361,2040,0.12742307386499166,0.02702702702702703,0.06666666666666667,0.07533244059668026,BRONZE,BOTTOM DUO_SUPPORT,True,True
4624884609,1957,0.1221265015861561,0.0,0.2,0.06365972277791114,BRONZE,BOTTOM DUO_SUPPORT,True,True
4618567042,1891,0.12030906985186081,0.0,0.16666666666666666,0.10334449384342353,BRONZE,BOTTOM DUO_SUPPORT,False,True
4594003971,1869,0.15585599019169277,0.0975609756097561,0.23809523809523808,0.08499426582829121,BRONZE,BOTTOM DUO_SUPPORT,True,True
4593877054,2020,0.15926708949964763,0.19047619047619047,0.16666666666666666,0.1578430466330822,BRONZE,BOTTOM DUO_SUPPORT,False,False
4608614466,2350,0.13817885456027265,0.12121212121212122,0.08108108108108109,0.07593783073968093,BRONZE,BOTTOM DUO_SUPPORT,False,False
4595060824,1540,0.1253265753997283,0.0,0.10344827586206896,0.07214402034488143,BRONZE,BOTTOM DUO_SUPPORT,False,False
4623196360,1310,0.12738367658276126,0.0,0.15625,0.07694574230753042,BRONZE,BOTTOM DUO_SUPPORT,True,False
4624689363,1048,0.14606278343836504,0.045454545454545456,0.125,0.08166173986486487,BRONZE,NONE DUO_SUPPORT,True,True
