matchId,gameDuration,goldRatio,killRatio,deathRatio,damageRatio,tier,lane,blue_team,win
4570402340,2255,0.12485773170506628,0.027777777777777776,0.22580645161290322,0.06623579422226078,BRONZE,BOTTOM DUO_SUPPORT,True,True
4613500985,1648,0.17360617266391695,0.17073170731707318,0.2,0.2054007594137935,BRONZE,BOTTOM DUO_SUPPORT,False,True
4627839559,1964,0.14643262597153087,0.17857142857142858,0.3170731707317073,0.11011011011011011,BRONZE,BOTTOM DUO_SUPPORT,False,False
4626216522,1369,0.16200975879211932,0.09523809523809523,0.125,0.15974017216965228,BRONZE,BOTTOM DUO_SUPPORT,True,True
4565583525,1282,0.23991638925447084,0.5,0.1111111111111111,0.3400875637732026,BRONZE,MIDDLE SOLO,True,True
4562118368,1059,0.23000917078365826,0.3333333333333333,0.25,0.2905751361309024,BRONZE,NONE DUO_SUPPORT,False,True
4621863162,3289,0.19274439728985185,0.19117647058823528,0.16393442622950818,0.3121598977317878,BRONZE,MIDDLE SOLO,False,False
4621149971,1293,0.14325278470996408,0.07692307692307693,0.3548387096774194,0.11954804281072057,BRONZE,BOTTOM DUO_SUPPORT,True,False
4612813110,2101,0.21960926791405877,0.25,0.2222222222222222,0.23963432262952736,BRONZE,MIDDLE SOLO,True,True
4616983921,1927,0.19531888155827834,0.25,0.08333333333333333,0.20778090656654544,BRONZE,MIDDLE SOLO,False,True
4625583986,1225,0.319299480082874,1.0,0.22727272727272727,0.5170607943271639,BRONZE,MIDDLE DUO_CARRY,False,False
4619081110,1813,0.18877946881527902,0.09090909090909091,0.25,0.22418772563176895,BRONZE,MIDDLE SOLO,False,False
4605543323,1479,0.1720964207450694,0.08333333333333333,0.25,0.15557840888115393,BRONZE,BOTTOM DUO_SUPPORT,False,False
4627157347,1626,0.17849655585504642,0.15789473684210525,0.24324324324324326,0.08735598390327264,BRONZE,BOTTOM DUO_SUPPORT,True,False
4625375939,2433,0.18535873924727553,0.1836734693877551,0.24561403508771928,0.1935152732765321,BRONZE,BOTTOM DUO_SUPPORT,True,False
4627391520,2132,0.15267107854443518,0.10810810810810811,0.15789473684210525,0.09085179779753218,BRONZE,BOTTOM DUO_SUPPORT,True,False
4623342699,2188,0.2235734915307158,0.30303030303030304,0.16216216216216217,0.3016254972253597,BRONZE,TOP SOLO,False,True
4616445134,1731,0.15457475933939768,0.10344827586206896,0.2857142857142857,0.09360626966836118,BRONZE,BOTTOM DUO_SUPPORT,True,False
4627551690,2897,0.15651350977744224,0.12244897959183673,0.17647058823529413,0.2105709174225542,BRONZE,BOTTOM DUO_SUPPORT,True,True
4617324113,1197,0.20618894643676655,0.18181818181818182,0.22727272727272727,0.14963655244029075,BRONZE,NONE DUO_SUPPORT,False,False
4614476906,2092,0.16701532198790073,0.19230769230769232,0.225,0.16363299875895404,BRONZE,MIDDLE SOLO,True,False
4616351392,1720,0.12474626314818232,0.06666666666666667,0.2962962962962963,0.13711196658202965,BRONZE,TOP SOLO,False,False
4611822770,1961,0.16991677833415614,0.24,0.25,0.1912571215590224,BRONZE,BOTTOM DUO_SUPPORT,False,True
4619046081,1540,0.20508744038155802,0.3333333333333333,0.1794871794871795,0.15401358350631814,BRONZE,MIDDLE SOLO,True,False
4624005903,1981,0.1955968375448829,0.21212121212121213,0.2222222222222222,0.17667254337941912,BRONZE,TOP DUO_SUPPORT,False,False
4627484950,2064,0.1693049283031492,0.17647058823529413,0.3333333333333333,0.139769401952023,BRONZE,MIDDLE DUO_SUPPORT,True,True
4607544126,2288,0.24476819059884095,0.3958333333333333,0.20512820512820512,0.30176449405833633,BRONZE,BOTTOM DUO_CARRY,True,True
4620699476,2220,0.2844650301065308,0.39285714285714285,0.15517241379310345,0.44472974230160944,BRONZE,MIDDLE DUO_CARRY,False,False
4595427702,2049,0.15520075789239043,0.11627906976744186,0.2702702702702703,0.13935942007544938,BRONZE,BOTTOM DUO,True,True
4628122532,1373,0.18257367512625455,0.25,0.21052631578947367,0.22370697369205989,BRONZE,BOTTOM DUO_SUPPORT,False,False
4617352113,1270,0.20494130015770107,0.2222222222222222,0.29411764705882354,0.2689458427276492,BRONZE,MIDDLE SOLO,False,False
4621320767,1586,0.1637457389211951,0.041666666666666664,0.5,0.0954900328934332,BRONZE,TOP SOLO,True,True
4619455113,1987,0.1460360309693868,0.07692307692307693,0.21428571428571427,0.09988999987640436,BRONZE,BOTTOM DUO_SUPPORT,False,False
4608781978,1898,0.2072343766729719,0.3448275862068966,0.15384615384615385,0.19175813903800443,BRONZE,BOTTOM DUO_CARRY,False,True
4598262989,2098,0.16106733785656963,0.1111111111111111,0.26,0.16887001150340678,BRONZE,BOTTOM DUO_SUPPORT,False,False
4625924401,1930,0.11345575959933223,0.0,0.41379310344827586,0.04237788865546219,BRONZE,MIDDLE DUO_SUPPORT,True,True
4623733054,2061,0.21514930156979084,0.34285714285714286,0.3448275862068966,0.3478726043540284,BRONZE,MIDDLE DUO,True,True
4611845457,1865,0.22488307486725043,0.2558139534883721,0.19047619047619047,0.24923330854109568,BRONZE,MIDDLE SOLO,True,True
4627773727,1608,0.13737585943468297,0.125,0.23529411764705882,0.12480627392400336,SILVER,BOTTOM DUO_SUPPORT,True,True
4604053800,1903,0.2455685092255147,0.4166666666666667,0.21212121212121213,0.37696789551905097,SILVER,MIDDLE SOLO,True,False
4627356103,1044,0.15222569205525857,0.1,0.16666666666666666,0.15367046352961847,SILVER,NONE DUO_SUPPORT,False,True
4564433400,1136,0.18587119523365622,0.25,0.28,0.2934643442012803,SILVER,NONE DUO_SUPPORT,True,False
